"di_id","year","value_rural","value_urban"
"LB",2011,583146,4008552
"LC",2011,146201,33077
"LI",2011,31272,5265
"LK",2011,16558563,3711437
"LR",2011,2114443,1965131
"LS",2011,1519630,513320
"LT",2011,1009271,2018844
"LU",2011,57485,460862
"LV",2011,666934,1392775
"LY",2011,1395452,4893200
"MA",2011,13601614,18930350
"MC",2011,0,37189
"MD",2011,1962976,1597010
"ME",2011,227755,392324
"MF",2011,,
"MG",2011,14620228,7058639
"MH",2011,14911,37630
"MK",2011,889158,1176730
"ML",2011,9885485,5753630
"MM",2011,35481767,16648856
"MN",2011,868005,1891069
"MO",2011,0,546682
"MP",2011,5637,47597
"MR",2011,1570894,2112327
"MT",2011,21521,394747
"MU",2011,746809,505595
"MV",2011,221827,155173
"MW",2011,12842294,2384519
"MX",2011,26335921,94029350
"MY",2011,8077579,20498249
"MZ",2011,17216645,7800276
"NA",2011,1284956,955205
"NC",2011,81534,172466
"NE",2011,13935095,3011390
"NG",2011,91122000,72648669
"NI",2011,2465986,3341801
"NL",2011,2029878,14663196
"NO",2011,1021327,3932257
"NP",2011,22512562,4666675
"NR",2011,0,10043
"NZ",2011,605869,3778131
"OM",2011,780352,2429651
"PA",2011,1273965,2408382
"PE",2011,6764423,22995468
"PF",2011,118231,152631
"PG",2011,6091020,910152
"PH",2011,51956778,42544455
"PK",2011,109394511,64275137
"PL",2011,14928409,23134846
"PR",2011,229185,3449551
"PS",2011,1006896,2920155
"PT",2011,4099501,6458059
"PW",2011,3250,17356
"PY",2011,2598695,3695068
"QA",2011,22675,1882762
"RO",2011,9275922,10871606
"RS",2011,3236536,3997563
"RU",2011,37555820,105405048
"RW",2011,7925767,2630662
"SA",2011,5095554,23692884
"SB",2011,427376,110272
"SC",2011,41438,46003
"SD",2011,24665045,12253148
"SE",2011,1397539,8051674
"SG",2011,0,5183688
"SI",2011,1027448,1025395
"SK",2011,2461123,2937261
"SL",2011,3630433,2278475
"SM",2011,1825,29113
"SN",2011,7680277,5676726
"SO",2011,6109555,3697115
"SR",2011,176504,346935
"SS",2011,8616198,1893924
"ST",2011,65318,109328
"SV",2011,2132039,3923169
"SX",2011,0,33435
"SY",2011,9006163,11495004
"SZ",2011,952749,259830
"TC",2011,2960,28767
"TD",2011,9586690,2711822
"TG",2011,4070374,2495805
"TH",2011,36535705,30367253
"TJ",2011,5696809,2057116
"TL",2011,782370,338022
"TM",2011,2619212,2487460
"TN",2011,3618418,7055382
"TO",2011,79923,24469
"TR",2011,21114083,52402919
"TT",2011,1215460,119330
"TV",2011,4350,5494
"TZ",2011,33551575,13571423
"UA",2011,14223738,31482362
"UG",2011,29189811,5070531
"US",2011,59413614,252305243
"UY",2011,182484,3203126
"UZ",2011,18727339,10612061
"VC",2011,55611,53730
"VE",2011,3292952,26134679
"VG",2011,15362,12544
"VI",2011,5543,100241
"VN",2011,60597249,27263051
"VU",2011,181673,60203
"WS",2011,150210,37224
"XK",2011,,
"YE",2011,16407054,7827886
"ZA",2011,19202359,32347599
"ZM",2011,8728036,5615490
"ZW",2011,9549821,4707196
"AD",2010,10282,74137
"AE",2010,1328548,7001738
"AF",2010,21058338,6903869
"AG",2010,64343,22890
"AL",2010,1393589,1519432
"AM",2010,1079305,1884191
"AO",2010,12710752,8509202
"AR",2010,3722426,37500449
"AS",2010,6904,48732
"AT",2010,2856102,5507302
"AU",2010,2482978,19548772
"AW",2010,57849,43748
"AZ",2010,4219319,4835013
"BA",2010,2330686,1504572
"BB",2010,189937,89629
"BD",2010,105434307,46182470
"BE",2010,257136,10638450
"BF",2010,11620878,4012751
"BG",2010,2048581,5347018
"BH",2010,144673,1116772
"BI",2010,8454454,1006663
"BJ",2010,5529948,3979850
"BM",2010,0,65124
"BN",2010,96320,296982
"BO",2010,3329555,6588690
"BR",2010,31122846,167511223
"BS",2010,62965,297865
"BT",2010,469672,250574
"BW",2010,896336,1151700
"BY",2010,2409511,7081438
"BZ",2010,177014,144595
"CA",2010,6481405,27523869
"CD",2010,39602790,26335922
"CF",2010,2718990,1725983
"CG",2010,1495097,2570981
"CH",2010,2061081,5763828
"CI",2010,9953116,10178591
"CL",2010,1941417,15073631
"CM",2010,9982355,10608311
"CN",2010,679152829,658552172
"CO",2010,11461158,34456943
"CR",2010,1284949,3260324
"CU",2010,2646103,8662030
"CV",2010,187178,303201
"CW",2010,15019,133699
"CY",2010,358146,745539
"CZ",2010,2801905,7673553
"DE",2010,21024849,60752081
"DJ",2010,191084,639718
"DK",2010,732849,4815389
"DM",2010,22709,48458
"DO",2010,2598221,7299762
"DZ",2010,11700941,24335218
"EC",2010,5572134,9362558
"EE",2010,424874,906601
"EG",2010,46746958,35294036
"ER",2010,3725000,964664
"ES",2010,10041979,36534918
"ET",2010,72396108,15165706
"EU",2010,132609970,371802239
"FI",2010,881735,4481617
"FJ",2010,414239,445713
"FM",2010,80512,23107
"FO",2010,28689,19878
"FR",2010,14084959,50949056
"GA",2010,220497,1321439
"GB",2010,11737310,51029055
"GD",2010,67328,37349
"GE",2010,1850324,2075676
"GH",2010,11986211,12331523
"GI",2010,0,30732
"GL",2010,8889,48016
"GM",2010,739842,953160
"GN",2010,7173481,3838925
"GQ",2010,442910,285800
"GR",2010,2636870,8484471
"GT",2010,7466310,7265951
"GU",2010,9407,150033
"GW",2010,895213,738983
"GY",2010,540613,212749
"HK",2010,0,7024200
"HN",2010,3624372,3879503
"HR",2010,1875790,2541991
"HT",2010,4797816,5201801
"HU",2010,3114007,6886016
"ID",2010,120999854,120613272
"IE",2010,1740155,2820000
"IL",2010,623610,6999990
"IM",2010,40485,43842
"IN",2010,850240997,380743507
"IQ",2010,9559868,21308288
"IR",2010,21808216,52445157
"IS",2010,20291,297750
"IT",2010,18773158,40504259
"JM",2010,1244775,1446049
"JO",2010,1142590,5375322
"JP",2010,12141036,115928964
"KE",2010,30822930,9505383
"KG",2010,3524791,1923109
"KH",2010,11518160,2845426
"KI",2010,57719,44929
"KM",2010,503619,195076
"KN",2010,35699,16653
"KP",2010,9748751,14751755
"KR",2010,8923512,40486854
"KW",2010,53235,3006238
"KY",2010,0,55509
"KZ",2010,7551996,8769585
"LA",2010,4187052,2073492
"LB",2010,556023,3781133
"LC",2010,144667,32730
"LI",2010,31030,5246
"LK",2010,16432382,3685618
"LR",2010,2066071,1891919
"LS",2010,1512966,497620
"LT",2010,1029537,2067745
"LU",2010,58046,448907
"LV",2010,677720,1419835
"LY",2010,1401010,4864687
"MA",2010,13587995,18519744
"MC",2010,0,36845
"MD",2010,1963043,1599002
"ME",2010,228569,390859
"MF",2010,,
"MG",2010,14348837,6730695
"MH",2010,15026,37402
"MK",2010,887057,1175386
"ML",2010,9707063,5460223
"MM",2010,35488847,16249339
"MN",2010,879715,1832942
"MO",2010,0,534626
"MP",2010,5671,48189
"MR",2010,1555794,2035606
"MT",2010,22093,392415
"MU",2010,742988,507412
"MV",2010,220273,146727
"MW",2010,12474593,2295231
"MX",2010,26309371,92320033
"MY",2010,8179963,19939537
"MZ",2010,16793966,7529923
"NA",2010,1280649,912994
"NC",2010,81825,168175
"NE",2010,13431117,2860873
"NG",2010,90106864,69317878
"NI",2010,2452876,3285420
"NL",2010,2150032,14465362
"NO",2010,1021854,3867398
"NP",2010,22355382,4520528
"NR",2010,0,10025
"NZ",2010,602137,3748998
"OM",2010,731227,2212520
"PA",2010,1263195,2357674
"PE",2010,6782374,22594207
"PF",2010,116662,151403
"PG",2010,5955970,891547
"PH",2010,50938799,42109407
"PK",2010,107807844,62236074
"PL",2010,14878537,23164257
"PR",2010,229990,3491908
"PS",2010,985551,2825551
"PT",2010,4168973,6404127
"PW",2010,3406,17064
"PY",2010,2577720,3632157
"QA",2010,23834,1741855
"RO",2010,9347980,10898891
"RS",2010,3265834,4025602
"RU",2010,37583690,105265759
"RW",2010,7828335,2465334
"SA",2010,5033844,23056803
"SB",2010,420679,105498
"SC",2010,42802,46968
"SD",2010,24168081,11946804
"SE",2010,1401092,7977034
"SG",2010,0,5076732
"SI",2010,1023472,1025111
"SK",2010,2443395,2948572
"SL",2010,3567197,2208705
"SM",2010,1814,28876
"SN",2010,7485138,5471653
"SO",2010,6011567,3570147
"SR",2010,174406,343735
"SS",2010,8261394,1796086
"ST",2010,65088,105792
"SV",2010,2156279,3882027
"SX",2010,0,35474
"SY",2010,9183371,11537231
"SZ",2010,936740,256408
"TC",2010,3028,27965
"TD",2010,9281556,2614824
"TG",2010,3992365,2398486
"TH",2010,37294180,29397844
"TJ",2010,5571030,2010666
"TL",2010,751712,314697
"TM",2010,2601669,2440326
"TN",2010,3593397,6953703
"TO",2010,79634,24313
"TR",2010,21179721,51137926
"TT",2010,1207371,120724
"TV",2010,4442,5385
"TZ",2010,32816725,12831800
"UA",2010,14362116,31508584
"UG",2010,28346066,4803351
"US",2010,59487402,249859461
"UY",2010,188630,3185784
"UZ",2010,18225667,10336733
"VC",2010,55992,53335
"VE",2010,3256222,25739523
"VG",2010,15071,12155
"VI",2010,5749,100518
"VN",2010,60513713,26418787
"VU",2010,178193,58106
"WS",2010,148674,37355
"XK",2010,,
"YE",2010,16106239,7485733
"ZA",2010,19181596,31590230
"ZM",2010,8528607,5390224
"ZW",2010,9334563,4639334
"AD",2009,9958,75516
"AE",2009,1254443,6450980
"AF",2009,20593199,6614092
"AG",2009,63154,23146
"AL",2009,1432142,1495377
"AM",2009,1074028,1892080
"AO",2009,12455703,8064400
"AR",2009,3757555,37045166
"AS",2009,6916,49310
"AT",2009,2849245,5494078
"AU",2009,2475023,19216677
"AW",2009,57381,44035
"AZ",2009,4188204,4759039
"BA",2009,2334109,1503623
"BB",2009,188716,89777
"BD",2009,105368812,44537024
"BE",2009,260195,10536298
"BF",2009,11400174,3765682
"BG",2009,2087422,5357021
"BH",2009,137629,1059145
"BI",2009,8189284,948502
"BJ",2009,5409671,3831311
"BM",2009,0,65636
"BN",2009,96267,290813
"BO",2009,3318968,6439831
"BR",2009,31393527,165307771
"BS",2009,62122,292694
"BT",2009,467097,240733
"BW",2009,883173,1124039
"BY",2009,2455658,7051342
"BZ",2009,171937,141988
"CA",2009,6470137,27158434
"CD",2009,38664591,25180506
"CF",2009,2676211,1685281
"CG",2009,1470087,2480699
"CH",2009,2042823,5701783
"CI",2009,9881824,9803085
"CL",2009,1957324,14874316
"CM",2009,9850568,10223954
"CN",2009,693852712,637407288
"CO",2009,11467610,33948666
"CR",2009,1320895,3167366
"CU",2009,2654899,8643673
"CV",2009,189705,296968
"CW",2009,14639,132194
"CY",2009,352336,738259
"CZ",2009,2786442,7657494
"DE",2009,21220888,60681419
"DJ",2009,189114,630983
"DK",2009,737333,4785762
"DM",2009,22860,48135
"DO",2009,2682221,7085516
"DZ",2009,11746314,23655476
"EC",2009,5510710,9182069
"EE",2009,424109,910406
"EG",2009,45820016,34622427
"ER",2009,3665193,928356
"ES",2009,10102486,36260460
"ET",2009,70877514,14424585
"EU",2009,133427580,369882794
"FI",2009,884651,4454220
"FJ",2009,413660,438194
"FM",2009,80778,23194
"FO",2009,28813,19800
"FR",2009,14164372,50542672
"GA",2009,221441,1285987
"GB",2009,11813808,50462462
"GD",2009,67032,37266
"GE",2009,1880798,2097202
"GH",2009,11849468,11863696
"GI",2009,0,30407
"GL",2009,8961,47362
"GM",2009,728491,910572
"GN",2009,7026330,3689440
"GQ",2009,430516,276639
"GR",2009,2673459,8433558
"GT",2009,7370498,7047535
"GU",2009,9501,149120
"GW",2009,888797,708035
"GY",2009,538888,211861
"HK",2009,0,6972800
"HN",2009,3612550,3770548
"HR",2009,1891659,2537419
"HT",2009,4875241,4977712
"HU",2009,3170164,6852486
"ID",2009,121331076,117134089
"IE",2009,1742945,2792430
"IL",2009,616813,6868787
"IM",2009,40120,43428
"IN",2009,842763853,371418329
"IQ",2009,9296891,20673743
"IR",2009,21981946,51396373
"IS",2009,20671,297828
"IT",2009,18786417,40308948
"JM",2009,1245236,1436150
"JO",2009,1114249,5152616
"JP",2009,13137622,114909378
"KE",2009,30167205,9102783
"KG",2009,3484072,1899228
"KH",2009,11362146,2782191
"KI",2009,56619,43947
"KM",2009,491747,190098
"KN",2009,35261,16456
"KP",2009,9719476,14652330
"KR",2009,8936376,40250580
"KW",2009,50422,2830821
"KY",2009,0,54285
"KZ",2009,7417126,8675575
"LA",2009,4185375,1968394
"LB",2009,541117,3640625
"LC",2009,141541,33655
"LI",2009,30776,5228
"LK",2009,16307049,3659951
"LR",2009,2008579,1812919
"LS",2009,1507539,482874
"LT",2009,1048823,2114093
"LU",2009,58838,438945
"LV",2009,690474,1451195
"LY",2009,1398195,4810485
"MA",2009,13583517,18134613
"MC",2009,0,36351
"MD",2009,1963222,1602382
"ME",2009,229263,389031
"MF",2009,,
"MG",2009,14080550,6415156
"MH",2009,15142,37179
"MK",2009,884306,1174614
"ML",2009,9522078,5172487
"MM",2009,35506754,15862971
"MN",2009,892171,1777401
"MO",2009,0,521405
"MP",2009,5782,49494
"MR",2009,1540848,1961079
"MT",2009,22727,389750
"MU",2009,738603,508826
"MV",2009,220392,139608
"MW",2009,12118083,2210973
"MX",2009,26248468,90567144
"MY",2009,8278942,19384841
"MZ",2009,16378477,7271703
"NA",2009,1278500,873857
"NC",2009,81781,163219
"NE",2009,12949934,2722260
"NG",2009,89104422,66102723
"NI",2009,2438336,3228259
"NL",2009,2274581,14255807
"NO",2009,1023207,3806002
"NP",2009,22210195,4382471
"NR",2009,0,10028
"NZ",2009,595910,3706690
"OM",2009,701014,2061059
"PA",2009,1251841,2307560
"PE",2009,6800867,22200696
"PF",2009,115162,150250
"PG",2009,5820928,872871
"PH",2009,49926497,41715384
"PK",2009,106240387,60280596
"PL",2009,14879125,23272478
"PR",2009,228913,3511497
"PS",2009,965538,2736680
"PT",2009,4231526,6336721
"PW",2009,3581,16763
"PY",2009,2557763,3570084
"QA",2009,24345,1566806
"RO",2009,9430146,10937341
"RS",2009,3282650,4038157
"RU",2009,37638216,105147126
"RW",2009,7719940,2304654
"SA",2009,4969341,22440150
"SB",2009,413924,100843
"SC",2009,41868,45430
"SD",2009,23652719,11644579
"SE",2009,1404076,7894439
"SG",2009,0,4987573
"SI",2009,1017183,1022486
"SK",2009,2426037,2960369
"SL",2009,3504649,2142545
"SM",2009,1805,28626
"SN",2009,7299858,5281766
"SO",2009,5911643,3445184
"SR",2009,172156,340366
"SS",2009,7919874,1703302
"ST",2009,64905,102307
"SV",2009,2181542,3839826
"SX",2009,0,39133
"SY",2009,9195448,11371423
"SZ",2009,920399,253130
"TC",2009,3094,27153
"TD",2009,8986275,2524260
"TG",2009,3914718,2305043
"TH",2009,38105498,28442699
"TJ",2009,5449996,1964964
"TL",2009,745913,302454
"TM",2009,2583582,2395378
"TN",2009,3573475,6866125
"TO",2009,79289,24137
"TR",2009,21278626,49982681
"TT",2009,1199374,122250
"TV",2009,4533,5275
"TZ",2009,32087565,12134548
"UA",2009,14506790,31546511
"UG",2009,27516800,4550325
"US",2009,59482999,247288530
"UY",2009,194704,3168057
"UZ",2009,17707271,10062906
"VC",2009,56343,52912
"VE",2009,3218555,25340052
"VG",2009,14722,11731
"VI",2009,5954,100753
"VN",2009,60423960,25601040
"VU",2009,174725,56057
"WS",2009,147206,37494
"XK",2009,,
"YE",2009,15801689,7154832
"ZA",2009,19163014,30857904
"ZM",2009,8334343,5173506
"ZW",2009,9140928,4580069
"AD",2008,9529,76087
"AE",2008,1146804,5753338
"AF",2008,20175108,6353633
"AG",2008,61956,23394
"AL",2008,1473952,1473362
"AM",2008,1071010,1904019
"AO",2008,12201000,7641251
"AR",2008,3787818,36594042
"AS",2008,6958,50073
"AT",2008,2842623,5478873
"AU",2008,2456408,18794917
"AW",2008,56974,44368
"AZ",2008,4119674,4643726
"BA",2008,2336103,1503646
"BB",2008,187437,89878
"BD",2008,105303732,42948741
"BE",2008,262394,10447579
"BF",2008,11180319,3528692
"BG",2008,2126389,5366172
"BH",2008,128649,987128
"BI",2008,7929029,892766
"BJ",2008,5287201,3686324
"BM",2008,0,65273
"BN",2008,96148,284638
"BO",2008,3307171,6292745
"BR",2008,31650076,163119620
"BS",2008,61212,287375
"BT",2008,463975,231015
"BW",2008,870387,1097479
"BY",2008,2503006,7024994
"BZ",2008,166860,139305
"CA",2008,6456329,26789444
"CD",2008,37740745,24068533
"CF",2008,2633733,1646672
"CG",2008,1443422,2389349
"CH",2008,2019751,5627924
"CI",2008,9817661,9443986
"CL",2008,1972544,14675061
"CM",2008,9718670,9851748
"CN",2008,708160563,616494437
"CO",2008,11467884,33433776
"CR",2008,1355872,3073634
"CU",2008,2663367,8626872
"CV",2008,192610,291214
"CW",2008,14355,131525
"CY",2008,346366,730644
"CZ",2008,2763343,7621260
"DE",2008,21438946,60679362
"DJ",2008,187027,622612
"DK",2008,742188,4751433
"DM",2008,23036,47845
"DO",2008,2765673,6870818
"DZ",2008,11800949,23010110
"EC",2008,5446745,9000855
"EE",2008,423189,913901
"EG",2008,44969004,34007118
"ER",2008,3607261,893377
"ES",2008,10119094,35835012
"ET",2008,69363165,13716443
"EU",2008,134182370,367621555
"FI",2008,887338,4426061
"FJ",2008,412749,430457
"FM",2008,81164,23308
"FO",2008,28915,19714
"FR",2008,14252623,50122367
"GA",2008,222535,1251206
"GB",2008,11891666,49915329
"GD",2008,66757,37188
"GE",2008,1909414,2120989
"GH",2008,11708213,11407706
"GI",2008,0,30089
"GL",2008,9131,47197
"GM",2008,717369,869380
"GN",2008,6882055,3546344
"GQ",2008,418322,267901
"GR",2008,2706317,8371524
"GT",2008,7271997,6834690
"GU",2008,9625,148685
"GW",2008,882599,678694
"GY",2008,536983,211113
"HK",2008,0,6957800
"HN",2008,3597793,3661677
"HR",2008,1904621,2529887
"HT",2008,4951557,4753573
"HU",2008,3225270,6812918
"ID",2008,121610907,113749858
"IE",2008,1737454,2752090
"IL",2008,606630,6702170
"IM",2008,39747,42990
"IN",2008,834956401,362113708
"IQ",2008,9061046,20102281
"IR",2008,22150874,50379819
"IS",2008,20981,296465
"IT",2008,18771610,40055121
"JM",2008,1245923,1426011
"JO",2008,1084210,4925825
"JP",2008,14202187,113860813
"KE",2008,29524709,8719733
"KG",2008,3442263,1876969
"KH",2008,11212416,2721244
"KI",2008,55469,42968
"KM",2008,480030,185384
"KN",2008,34825,16273
"KP",2008,9687834,14555995
"KR",2008,8942927,40005771
"KW",2008,47884,2657406
"KY",2008,0,52925
"KZ",2008,7192799,8481201
"LA",2008,4181026,1864413
"LB",2008,536686,3572703
"LC",2008,137959,34770
"LI",2008,30516,5205
"LK",2008,16182562,3636420
"LR",2008,1943269,1729513
"LS",2008,1503403,468791
"LT",2008,1060214,2138017
"LU",2008,59615,429035
"LV",2008,700444,1476878
"LY",2008,1388701,4734321
"MA",2008,13587326,17766353
"MC",2008,0,35731
"MD",2008,1963202,1606906
"ME",2008,229883,387086
"MF",2008,,
"MG",2008,13815249,6111549
"MH",2008,15259,36962
"MK",2008,881093,1174173
"ML",2008,9330552,4892851
"MM",2008,35537296,15492710
"MN",2008,905131,1724535
"MO",2008,0,507274
"MP",2008,5964,51385
"MR",2008,1526305,1888247
"MT",2008,23376,386044
"MU",2008,734156,510090
"MV",2008,226069,135931
"MW",2008,11773085,2131586
"MX",2008,26179311,88793510
"MY",2008,8371366,18828773
"MZ",2008,15969935,7024932
"NA",2008,1277885,837818
"NC",2008,82353,159647
"NE",2008,12493505,2593134
"NG",2008,88100443,63015240
"NI",2008,2422429,3172095
"NL",2008,2401057,14044536
"NO",2008,1023735,3744477
"NP",2008,22073666,4251517
"NR",2008,0,10047
"NZ",2008,590834,3668966
"OM",2008,687471,1964810
"PA",2008,1240632,2258047
"PE",2008,6822536,21819512
"PF",2008,113721,149156
"PG",2008,5686762,854159
"PH",2008,48950066,41347049
"PK",2008,104675645,58421340
"PL",2008,14823295,23302464
"PR",2008,227908,3532958
"PS",2008,945929,2650759
"PT",2008,4290843,6267334
"PW",2008,3768,16459
"PY",2008,2537981,3509150
"QA",2008,24168,1364794
"RO",2008,9535735,11002140
"RS",2008,3299515,4050707
"RU",2008,37683980,105058370
"RW",2008,7602320,2147994
"SA",2008,4907312,21835530
"SB",2008,407057,96353
"SC",2008,41939,45026
"SD",2008,23122569,11347569
"SE",2008,1405995,7813642
"SG",2008,0,4839396
"SI",2008,1006211,1015105
"SK",2008,2414738,2964495
"SL",2008,3443418,2078972
"SM",2008,1792,28368
"SN",2008,7125025,5104678
"SO",2008,5809240,3323349
"SR",2008,169831,336826
"SS",2008,7592489,1617030
"ST",2008,64735,98860
"SV",2008,2206543,3797656
"SX",2008,0,40458
"SY",2008,9061763,11035294
"SZ",2008,903732,250018
"TC",2008,3157,26324
"TD",2008,8700137,2439603
"TG",2008,3838167,2214770
"TH",2008,38928317,27524938
"TJ",2008,5333194,1920878
"TL",2008,739992,290638
"TM",2008,2565481,2352060
"TN",2008,3553142,6775758
"TO",2008,78880,23936
"TR",2008,21412822,48931535
"TT",2008,1191595,123777
"TV",2008,4624,5165
"TZ",2008,31370922,11473822
"UA",2008,14654598,31608228
"UG",2008,26706523,4307904
"US",2008,59480780,244613186
"UY",2008,201050,3149782
"UZ",2008,17391884,9913647
"VC",2008,56689,52476
"VE",2008,3180001,24936715
"VG",2008,14325,11279
"VI",2008,6168,100923
"VN",2008,60323623,24795077
"VU",2008,171300,54058
"WS",2008,145798,37642
"XK",2008,,
"YE",2008,15491953,6830746
"ZA",2008,19151583,30144640
"ZM",2008,8148088,4967803
"ZW",2008,8966385,4529077
"AD",2007,9031,75847
"AE",2007,1020515,4989585
"AF",2007,19773031,6104513
"AG",2007,60766,23631
"AL",2007,1517679,1452338
"AM",2007,1072136,1915981
"AO",2007,11947737,7236170
"AR",2007,3821123,36152777
"AS",2007,7006,50898
"AT",2007,2834568,5461749
"AU",2007,2436829,18390771
"AW",2007,56530,44688
"AZ",2007,4051232,4530068
"BA",2007,2336510,1503908
"BB",2007,186155,89999
"BD",2007,105194912,41397775
"BE",2007,265643,10360058
"BF",2007,10960459,3303543
"BG",2007,2167021,5378317
"BH",2007,118671,907897
"BI",2007,7675041,839537
"BJ",2007,5163629,3544008
"BM",2007,0,64888
"BN",2007,96086,278410
"BO",2007,3295077,6146405
"BR",2007,31905838,160878683
"BS",2007,60272,281987
"BT",2007,460197,221274
"BW",2007,858270,1072161
"BY",2007,2555388,7004612
"BZ",2007,161824,136579
"CA",2007,6446034,26441894
"CD",2007,36828366,23006509
"CF",2007,2591858,1610246
"CG",2007,1416040,2299625
"CH",2007,1997270,5553847
"CI",2007,9757402,9104770
"CL",2007,1987048,14475653
"CM",2007,9588653,9489447
"CN",2007,722200980,595684020
"CO",2007,11461971,32912676
"CR",2007,1390801,2978664
"CU",2007,2672061,8611982
"CV",2007,195591,285687
"CW",2007,13988,130068
"CY",2007,340385,722655
"CZ",2007,2733309,7565519
"DE",2007,21644282,60630316
"DJ",2007,185040,614269
"DK",2007,748763,4712675
"DM",2007,23221,47574
"DO",2007,2849400,6654936
"DZ",2007,11871773,22390198
"EC",2007,5383877,8821602
